panel,series,r,r_to,value,status
a,B-S008,0.259,,24.776759384181933,energy_limited
a,B-S008,0.2595,,24.73651660077552,energy_limited
a,B-S008,0.26,,24.696150247950253,energy_limited
a,B-S008,0.2605,,24.65565970027633,energy_limited
a,B-S008,0.261,,24.61504432758142,energy_limited
a,B-S008,0.2615,,24.574303494900008,energy_limited
a,B-S008,0.262,,24.533436562421784,energy_limited
a,B-S008,0.2625,,24.49244288543955,energy_limited
a,B-S008,0.263,,24.451321814296115,energy_limited
a,B-S008,0.2635,,24.410072694330708,energy_limited
a,B-S008,0.264,,24.36869486582433,energy_limited
a,B-S008,0.2645,,24.32718766394452,energy_limited
a,B-S008,0.265,,24.285550418689134,energy_limited
a,B-S008,0.2655,,24.24378245482959,energy_limited
a,B-S008,0.266,,24.201883091852874,energy_limited
a,B-S008,0.2665,,24.15985164390302,energy_limited
a,B-S008,0.267,,24.117687419721555,energy_limited
a,B-S008,0.2675,,24.07538972258713,energy_limited
a,B-S008,0.268,,24.032957850254196,energy_limited
a,B-S008,0.2685,,23.99039109489078,energy_limited
a,B-S008,0.269,,23.94768874301531,energy_limited
a,B-S008,0.2695,,23.904850075432556,energy_limited
a,B-S008,0.27,,23.861874367168436,energy_limited
a,B-S008,0.2705,,23.81876088740402,energy_limited
a,B-S008,0.271,,23.77550889940831,energy_limited
a,B-S008,0.2715,,23.732117660470298,energy_limited
a,B-S008,0.272,,23.688586421829527,energy_limited
a,B-S008,0.2725,,23.644914428606047,energy_limited
a,B-S008,0.273,,23.601100919728857,energy_limited
a,B-S008,0.2735,,23.55714512786364,energy_limited
a,B-S008,0.274,,23.513046279338994,energy_limited
a,B-S008,0.2745,,23.468803594071645,energy_limited
a,B-S008,0.275,,23.4244162854906,energy_limited
a,B-S008,0.2755,,23.379883560459888,energy_limited
a,B-S008,0.276,,23.335204619200166,energy_limited
a,B-S008,0.2765,,23.29037865520907,energy_limited
a,B-S008,0.277,,23.24540485518024,energy_limited
a,B-S008,0.2775,,23.20028239892113,energy_limited
a,B-S008,0.278,,23.155010459269324,energy_limited
a,B-S008,0.2785,,23.10958820200761,energy_limited
a,B-S008,0.279,,23.064014785777637,energy_limited
a,B-S008,0.2795,,23.018289361992156,energy_limited
a,B-S008,0.28,,22.972411074745743,energy_limited
a,B-S008,0.2805,,22.926379060724106,energy_limited
a,B-S008,0.281,,22.88019244911187,energy_limited
a,B-S008,0.2815,,22.83385036149886,energy_limited
a,B-S008,0.282,,22.787351911784615,energy_limited
a,B-S008,0.2825,,22.740696206081584,energy_limited
a,B-S008,0.283,,22.693882342616394,energy_limited
a,B-S008,0.2835,,22.646909411629633,energy_limited
a,B-S008,0.284,,22.59977649527385,energy_limited
a,B-S008,0.2845,,22.552482667509754,energy_limited
a,B-S008,0.285,,22.505026994000637,energy_limited
a,B-S008,0.2855,,22.457408532005026,energy_limited
a,B-S008,0.286,,22.40962633026742,energy_limited
a,B-S008,0.2865,,22.361679428907095,energy_limited
a,B-S008,0.287,,22.313566859304938,energy_limited
a,B-S008,0.2875,,22.26528764398831,energy_limited
a,B-S008,0.288,,22.216840796513935,energy_limited
a,B-S008,0.2885,,22.16822532134851,energy_limited
a,B-S008,0.289,,22.11944021374733,energy_limited
a,B-S008,0.2895,,22.070484459630674,energy_limited
a,B-S008,0.29,,22.021357035457978,energy_limited
a,B-S008,0.2905,,21.97205690809965,energy_limited
a,B-S008,0.291,,21.922583034706605,energy_limited
a,B-S008,0.2915,,21.872934362577347,energy_limited
a,B-S008,0.292,,21.823109829022712,energy_limited
a,B-S008,0.2925,,21.773108361227948,energy_limited
a,B-S008,0.293,,21.722928876112274,energy_limited
a,B-S008,0.2935,,21.672570280185884,energy_limited
a,B-S008,0.294,,21.62203146940424,energy_limited
a,B-S008,0.2945,,21.571311329019437,energy_limited
a,B-S008,0.295,,21.52040873342897,energy_limited
a,B-S008,0.2955,,21.469322546021477,energy_limited
a,B-S008,0.296,,21.418051619019604,energy_limited
a,B-S008,0.2965,,21.366594793319713,energy_limited
a,B-S008,0.297,,21.3149508983286,energy_limited
a,B-S008,0.2975,,21.26311875179695,energy_limited
a,B-S008,0.298,,21.21109715964963,energy_limited
a,B-S008,0.2985,,21.15888491581246,energy_limited
a,B-S008,0.299,,21.106480802035737,energy_limited
a,B-S008,0.2995,,21.05388358771413,energy_limited
a,B-S008,0.3,,21.00109202970303,energy_limited
a,B-S008,0.3005,,20.948104872131186,energy_limited
a,B-S008,0.301,,20.894920846209512,energy_limited
a,B-S008,0.3015,,20.84153867003605,energy_limited
a,B-S008,0.302,,20.787957048397026,energy_limited
a,B-S008,0.3025,,20.734174672563594,energy_limited
a,B-S008,0.303,,20.680190220084597,energy_limited
a,B-S008,0.3035,,20.626002354574936,energy_limited
a,B-S008,0.304,,20.57160972549955,energy_limited
a,B-S008,0.3045,,20.517010967952793,energy_limited
a,B-S008,0.305,,20.46220470243319,energy_limited
a,B-S008,0.3055,,20.40718953461347,energy_limited
a,B-S008,0.306,,20.351964055105643,energy_limited
a,B-S008,0.3065,,20.29652683922094,energy_limited
a,B-S008,0.307,,20.24087644672477,energy_limited
a,B-S008,0.3075,,20.18501142158615,energy_limited
a,B-S008,0.308,,20.12893029172187,energy_limited
a,B-S008,0.3085,,20.072631568734856,energy_limited
a,B-S008,0.309,,20.016113747646855,energy_limited
a,B-S008,0.3095,,19.959375306625148,energy_limited
a,B-S008,0.31,,19.902414706703254,energy_limited
a,B-S008,0.3105,,19.84523039149519,energy_limited
a,B-S008,0.311,,19.78782078690339,energy_limited
a,B-S008,0.3115,,19.730184300819985,energy_limited
a,B-S008,0.312,,19.672319322821256,energy_limited
a,B-S008,0.3125,,19.61422422385498,energy_limited
a,B-S008,0.313,,19.555897355920617,energy_limited
a,B-S008,0.3135,,19.497337051742026,energy_limited
a,B-S008,0.314,,19.438541624432634,energy_limited
a,B-S008,0.3145,,19.37950936715245,energy_limited
a,B-S008,0.315,,19.320238552757242,energy_limited
a,B-S008,0.3155,,19.260727433439126,energy_limited
a,B-S008,0.316,,19.20097424035878,energy_limited
a,B-S008,0.3165,,19.140977183268504,energy_limited
a,B-S008,0.317,,19.080734450126236,energy_limited
a,B-S008,0.3175,,19.02024420670027,energy_limited
a,B-S008,0.318,,18.95950459616409,energy_limited
a,B-S008,0.3185,,18.89851373868118,energy_limited
a,B-S008,0.319,,18.837269730979582,energy_limited
a,B-S008,0.3195,,18.775770645915706,energy_limited
a,B-S008,0.32,,18.714014532027242,energy_limited
a,B-S008,0.3205,,18.651999413074613,energy_limited
a,B-S008,0.321,,18.58972328757076,energy_limited
a,B-S008,0.3215,,18.527184128298746,energy_limited
a,B-S008,0.322,,18.464379881817152,energy_limited
a,B-S008,0.3225,,18.401308467952177,energy_limited
a,B-S008,0.323,,18.33796777927667,energy_limited
a,B-S008,0.3235,,18.274355680575372,energy_limited
a,B-S008,0.324,,18.21047000829597,energy_limited
a,B-S008,0.3245,,18.146308569985255,energy_limited
a,B-S008,0.325,,18.081869143710314,energy_limited
a,B-S008,0.3255,,18.01714947746389,energy_limited
a,B-S008,0.326,,17.952147288553586,energy_limited
a,B-S008,0.3265,,17.886860262974135,energy_limited
a,B-S008,0.327,,17.82128605476233,energy_limited
a,B-S008,0.3275,,17.755422285333996,energy_limited
a,B-S008,0.328,,17.68926654280235,energy_limited
a,B-S008,0.3285,,17.622816381276895,energy_limited
a,B-S008,0.329,,17.556069320142527,energy_limited
a,B-S008,0.3295,,17.489022843317795,energy_limited
a,B-S008,0.33,,17.42167439849189,energy_limited
a,B-S008,0.3305,,17.3540213963392,energy_limited
a,B-S008,0.331,,17.286061209710876,energy_limited
a,B-S008,0.3315,,17.217791172802563,energy_limited
a,B-S008,0.332,,17.149208580297373,energy_limited
a,B-S008,0.3325,,17.080310686482886,energy_limited
a,B-S008,0.333,,17.011094704341776,energy_limited
a,B-S008,0.3335,,16.941557804614472,energy_limited
a,B-S008,0.334,,16.87169711483327,energy_limited
a,B-S008,0.3345,,16.80150971832629,energy_limited
a,B-S008,0.335,,16.73099265319059,energy_limited
a,B-S008,0.3355,,16.66014291123291,energy_limited
a,B-S008,0.336,,16.58895743687696,energy_limited
a,B-S008,0.3365,,16.517433126035623,energy_limited
a,B-S008,0.337,,16.4455668249471,energy_limited
a,B-S008,0.3375,,16.373355328973094,energy_limited
a,B-S008,0.338,,16.300795381357883,energy_limited
a,B-S008,0.3385,,16.227883671946273,energy_limited
a,B-S008,0.339,,16.154616835859066,energy_limited
a,B-S008,0.3395,,16.08099145212404,energy_limited
a,B-S008,0.34,,16.007004042260803,energy_limited
a,B-S008,0.3405,,15.932651068817183,energy_limited
a,B-S008,0.341,,15.85792893385543,energy_limited
a,B-S008,0.3415,,15.782833977385964,energy_limited
a,B-S008,0.342,,15.707362475746285,energy_limited
a,B-S008,0.3425,,15.631510639922674,energy_limited
a,B-S008,0.343,,15.555274613812186,energy_limited
a,B-S008,0.3435,,15.47865047242229,energy_limited
a,B-S008,0.344,,15.401634220005286,energy_limited
a,B-S008,0.3445,,15.324221788124428,energy_limited
a,B-S008,0.345,,15.246409033648888,energy_limited
a,B-S008,0.3455,,15.16819173667395,energy_limited
a,B-S008,0.346,,15.089565598363158,energy_limited
a,B-S008,0.3465,,15.010526238708795,energy_limited
a,B-S008,0.347,,14.931069194206275,energy_limited
a,B-S008,0.3475,,14.851189915439145,energy_limited
a,B-S008,0.348,,14.770883764569573,energy_limited
a,B-S008,0.3485,,14.690146012730347,energy_limited
a,B-S008,0.349,,14.608971837312836,energy_limited
a,B-S008,0.3495,,14.527356319146307,energy_limited
a,B-S008,0.35,,14.445294439562856,energy_limited
a,B-S008,0.3505,,14.36278107734221,energy_limited
a,B-S008,0.351,,14.279811005529904,energy_limited
a,B-S008,0.3515,,14.196378888122819,energy_limited
a,B-S008,0.352,,14.112479276614682,energy_limited
a,B-S008,0.3525,,14.02810660639429,energy_limited
a,B-S008,0.353,,13.94325519298843,energy_limited
a,B-S008,0.3535,,13.857919228141222,energy_limited
a,B-S008,0.354,,13.772092775720928,energy_limited
a,B-S008,0.3545,,13.685769767444699,energy_limited
a,B-S008,0.355,,13.598943998410844,energy_limited
a,B-S008,0.3555,,13.51160912242811,energy_limited
a,B-S008,0.356,,13.423758647130217,energy_limited
a,B-S008,0.3565,,13.335385928863287,energy_limited
a,B-S008,0.357,,13.24648416733264,energy_limited
a,B-S008,0.3575,,13.157046399995268,energy_limited
a,B-S008,0.358,,13.06706549618237,energy_limited
a,B-S008,0.3585,,12.97653415093585,energy_limited
a,B-S008,0.359,,12.885444878541092,energy_limited
a,B-S008,0.3595,,12.793790005737522,energy_limited
a,B-S008,0.36,,12.701561664586482,energy_limited
a,B-S008,0.3605,,12.608751784975055,energy_limited
a,B-S008,0.361,,12.515352086732,energy_limited
a,B-S008,0.3615,,12.421354071331137,energy_limited
a,B-S008,0.362,,12.32674901315466,energy_limited
a,B-S008,0.3625,,12.231527950287468,energy_limited
a,B-S008,0.363,,12.135681674810256,energy_limited
a,B-S008,0.3635,,12.039200722557855,energy_limited
a,B-S008,0.364,,11.942075362305266,energy_limited
a,B-S008,0.3645,,11.84429558434152,energy_limited
a,B-S008,0.365,,11.74585108838758,energy_limited
a,B-S008,0.3655,,11.6467312708112,energy_limited
a,B-S008,0.366,,11.546925211087224,energy_limited
a,B-S008,0.3665,,11.446421657447612,energy_limited
a,B-S008,0.367,,11.34520901165965,energy_limited
a,B-S008,0.3675,,11.243275312866611,energy_limited
a,B-S008,0.368,,11.140608220417635,energy_limited
a,B-S008,0.3685,,11.037194995607813,energy_limited
a,B-S008,0.369,,10.933022482241109,energy_limited
a,B-S008,0.3695,,10.828077085921018,energy_limited
a,B-S008,0.37,,10.722344751964242,energy_limited
a,B-S008,0.3705,,10.615810941822193,energy_limited
a,B-S008,0.371,,10.508460607883302,energy_limited
a,B-S008,0.3715,,10.400278166516678,energy_limited
a,B-S008,0.372,,10.291247469202387,energy_limited
a,B-S008,0.3725,,10.18135177157781,energy_limited
a,B-S008,0.373,,10.070573700210037,energy_limited
a,B-S008,0.3735,,9.958895216884843,energy_limited
a,B-S008,0.374,,9.846297580178112,energy_limited
a,B-S008,0.3745,,9.732761304049408,energy_limited
a,B-S008,0.375,,9.61826611316665,energy_limited
a,B-S008,0.3755,,9.502790894637375,energy_limited
a,B-S008,0.376,,9.386313645781748,energy_limited
a,B-S008,0.3765,,9.268811417538593,energy_limited
a,B-S008,0.377,,9.15026025304332,energy_limited
a,B-S008,0.3775,,9.030635120858776,energy_limited
a,B-S008,0.378,,8.909909842271539,energy_limited
a,B-S008,0.3785,,8.788057011987485,energy_limited
a,B-S008,0.379,,8.66504791147014,energy_limited
a,B-S008,0.3795,,8.540852414059362,energy_limited
a,B-S008,0.38,,8.415438880885487,energy_limited
a,B-S008,0.3805,,8.288774046449557,energy_limited
a,B-S008,0.381,,8.160822892571481,energy_limited
a,B-S008,0.3815,,8.031548509210467,energy_limited
a,B-S008,0.382,,7.900911940425609,energy_limited
a,B-S008,0.3825,,7.768872013467115,energy_limited
a,B-S008,0.383,,7.63538514865567,energy_limited
a,B-S008,0.3835,,7.500405147310886,energy_limited
a,B-S008,0.384,,7.3638829545114906,energy_limited
a,B-S008,0.3845,,7.225766392893609,energy_limited
a,B-S008,0.385,,7.085999862991341,energy_limited
a,B-S008,0.3855,,6.944524004771138,energy_limited
a,B-S008,0.386,,6.801275313959678,energy_limited
a,B-S008,0.3865,,6.656185705470582,energy_limited
a,B-S008,0.387,,6.509182014623121,energy_limited
a,B-S008,0.3875,,6.360185424833231,energy_limited
a,B-S008,0.388,,6.209110807917176,energy_limited
a,B-S008,0.3885,,6.0558659599260185,energy_limited
a,B-S008,0.389,,5.900350711302783,energy_limited
a,B-S008,0.3895,,5.742455884828834,energy_limited
a,B-S008,0.39,,5.582062067882108,energy_limited
a,B-S008,0.3905,,5.4190381563902665,energy_limited
a,B-S008,0.391,,5.253239615695358,energy_limited
a,B-S008,0.3915,,5.084506387163497,energy_limited
a,B-S008,0.392,,4.912660347022395,energy_limited
a,B-S008,0.3925,,4.737502192991501,energy_limited
a,B-S008,0.393,,4.558807590839825,energy_limited
a,B-S008,0.3935,,4.3763223509643066,energy_limited
a,B-S008,0.394,,4.18975631478091,energy_limited
a,B-S008,0.3945,,3.998775496541302,energy_limited
a,B-S008,0.395,,3.80299182212331,energy_limited
a,B-S008,0.3955,,3.6019494877770355,energy_limited
a,B-S008,0.396,,3.395106449485406,energy_limited
a,B-S008,0.3965,,3.181808701107516,energy_limited
a,B-S008,0.397,,2.9612535237560556,energy_limited
a,B-S008,0.3975,,2.732435212867976,energy_limited
a,B-S008,0.398,,2.494061660354058,energy_limited
a,B-S008,0.3985,,2.2444196523341398,energy_limited
a,B-S008,0.399,,1.9811432851251107,energy_limited
a,B-S008,0.3995,,1.7007815787381082,energy_limited
a,B-S008,0.4,,1.3978934203784958,energy_limited
a,C-S002,0.2,,68.8581041072654,energy_limited
a,C-S002,0.2005,,68.79781571539448,energy_limited
a,C-S002,0.201,,68.737382786773,energy_limited
a,C-S002,0.2015,,68.67680477750052,energy_limited
a,C-S002,0.202,,68.61608114078727,energy_limited
a,C-S002,0.2025,,68.55521132693362,energy_limited
a,C-S002,0.203,,68.4941947833095,energy_limited
a,C-S002,0.2035,,68.43303095433342,energy_limited
a,C-S002,0.204,,68.37171928145145,energy_limited
a,C-S002,0.2045,,68.31025920311595,energy_limited
a,C-S002,0.205,,68.24865015476425,energy_limited
a,C-S002,0.2055,,68.18689156879678,energy_limited
a,C-S002,0.206,,68.1249828745554,energy_limited
a,C-S002,0.2065,,68.06292349830123,energy_limited
a,C-S002,0.207,,68.00071286319259,energy_limited
a,C-S002,0.2075,,67.93835038926227,energy_limited
a,C-S002,0.208,,67.87583549339509,energy_limited
a,C-S002,0.2085,,67.81316758930487,energy_limited
a,C-S002,0.209,,67.75034608751143,energy_limited
a,C-S002,0.2095,,67.68737039531727,energy_limited
a,C-S002,0.21,,67.62423991678395,energy_limited
a,C-S002,0.2105,,67.56095405270838,energy_limited
a,C-S002,0.211,,67.49751220059895,energy_limited
a,C-S002,0.2115,,67.43391375465119,energy_limited
a,C-S002,0.212,,67.37015810572329,energy_limited
a,C-S002,0.2125,,67.30624464131162,energy_limited
a,C-S002,0.213,,67.24217274552575,energy_limited
a,C-S002,0.2135,,67.17794179906313,energy_limited
a,C-S002,0.214,,67.11355117918401,energy_limited
a,C-S002,0.2145,,67.04900025968558,energy_limited
a,C-S002,0.215,,66.98428841087625,energy_limited
a,C-S002,0.2155,,66.91941499954933,energy_limited
a,C-S002,0.216,,66.85437938895691,energy_limited
a,C-S002,0.2165,,66.789180938783,energy_limited
a,C-S002,0.217,,66.72381900511682,energy_limited
a,C-S002,0.2175,,66.65829294042547,energy_limited
a,C-S002,0.218,,66.59260209352666,energy_limited
a,C-S002,0.2185,,66.52674580956092,energy_limited
a,C-S002,0.219,,66.46072342996375,energy_limited
a,C-S002,0.2195,,66.39453429243724,energy_limited
a,C-S002,0.22,,66.32817773092171,energy_limited
a,C-S002,0.2205,,66.26165307556676,energy_limited
a,C-S002,0.221,,66.19495965270235,energy_limited
a,C-S002,0.2215,,66.12809678480929,energy_limited
a,C-S002,0.222,,66.06106379048965,energy_limited
a,C-S002,0.2225,,65.99385998443678,energy_limited
a,C-S002,0.223,,65.9264846774051,energy_limited
a,C-S002,0.2235,,65.85893717617944,energy_limited
a,C-S002,0.224,,65.79121678354424,energy_limited
a,C-S002,0.2245,,65.72332279825235,energy_limited
a,C-S002,0.225,,65.65525451499354,energy_limited
a,C-S002,0.2255,,65.58701122436267,energy_limited
a,C-S002,0.226,,65.51859221282754,energy_limited
a,C-S002,0.2265,,65.44999676269643,energy_limited
a,C-S002,0.227,,65.38122415208535,energy_limited
a,C-S002,0.2275,,65.31227365488482,energy_limited
a,C-S002,0.228,,65.24314454072642,energy_limited
a,C-S002,0.2285,,65.17383607494898,energy_limited
a,C-S002,0.229,,65.10434751856447,energy_limited
a,C-S002,0.2295,,65.03467812822332,energy_limited
a,C-S002,0.23,,64.96482715617971,energy_limited
a,C-S002,0.2305,,64.89479385025616,energy_limited
a,C-S002,0.231,,64.82457745380809,energy_limited
a,C-S002,0.2315,,64.75417720568767,energy_limited
a,C-S002,0.232,,64.68359234020758,energy_limited
a,C-S002,0.2325,,64.61282208710413,energy_limited
a,C-S002,0.233,,64.54186567150035,energy_limited
a,C-S002,0.2335,,64.47072231386815,energy_limited
a,C-S002,0.234,,64.3993912299907,energy_limited
a,C-S002,0.2345,,64.3278716309239,energy_limited
a,C-S002,0.235,,64.2561627229577,energy_limited
a,C-S002,0.2355,,64.18426370757702,energy_limited
a,C-S002,0.236,,64.11217378142209,energy_limited
a,C-S002,0.2365,,64.03989213624847,energy_limited
a,C-S002,0.237,,63.96741795888662,energy_limited
a,C-S002,0.2375,,63.894750431201146,energy_limited
a,C-S002,0.238,,63.821888730049324,energy_limited
a,C-S002,0.2385,,63.748832027239466,energy_limited
a,C-S002,0.239,,63.675579489488605,energy_limited
a,C-S002,0.2395,,63.60213027838,energy_limited
a,C-S002,0.24,,63.52848355031981,energy_limited
a,C-S002,0.2405,,63.454638456493576,energy_limited
a,C-S002,0.241,,63.3805941428221,energy_limited
a,C-S002,0.2415,,63.306349749916926,energy_limited
a,C-S002,0.242,,63.231904413035174,energy_limited
a,C-S002,0.2425,,63.15725726203406,energy_limited
a,C-S002,0.243,,63.08240742132468,energy_limited
a,C-S002,0.2435,,63.007354009825605,energy_limited
a,C-S002,0.244,,62.93209614091558,energy_limited
a,C-S002,0.2445,,62.85663292238602,energy_limited
a,C-S002,0.245,,62.78096345639266,energy_limited
a,C-S002,0.2455,,62.705086839407016,energy_limited
a,C-S002,0.246,,62.629002162167005,energy_limited
a,C-S002,0.2465,,62.552708509627045,energy_limited
a,C-S002,0.247,,62.476204960907715,energy_limited
a,C-S002,0.2475,,62.39949058924485,energy_limited
a,C-S002,0.248,,62.322564461937795,energy_limited
a,C-S002,0.2485,,62.24542564029731,energy_limited
a,C-S002,0.249,,62.16807317959291,energy_limited
a,C-S002,0.2495,,62.090506128999294,energy_limited
a,C-S002,0.25,,62.01272353154254,energy_limited
a,C-S002,0.2505,,61.934724424045335,energy_limited
a,C-S002,0.251,,61.85650783707174,energy_limited
a,C-S002,0.2515,,61.778072794871406,energy_limited
a,C-S002,0.252,,61.69941831532284,energy_limited
a,C-S002,0.2525,,61.62054340987626,energy_limited
a,C-S002,0.253,,61.54144708349562,energy_limited
a,C-S002,0.2535,,61.46212833460016,energy_limited
a,C-S002,0.254,,61.382586155004965,energy_limited
a,C-S002,0.2545,,61.30281952986101,energy_limited
a,C-S002,0.255,,61.222827437594425,energy_limited
a,C-S002,0.2555,,61.142608849845175,energy_limited
a,C-S002,0.256,,61.06216273140465,energy_limited
a,C-S002,0.2565,,60.981488040152975,energy_limited
a,C-S002,0.257,,60.90058372699506,energy_limited
a,C-S002,0.2575,,60.81944873579645,energy_limited
a,C-S002,0.258,,60.73808200331769,energy_limited
a,C-S002,0.2585,,60.65648245914858,energy_limited
a,C-S002,0.259,,60.57464902564109,energy_limited
a,C-S002,0.2595,,60.492580617841895,energy_limited
a,C-S002,0.26,,60.41027614342365,energy_limited
a,C-S002,0.2605,,60.32773450261571,energy_limited
a,C-S002,0.261,,60.24495458813383,energy_limited
a,C-S002,0.2615,,60.161935285109216,energy_limited
a,C-S002,0.262,,60.07867547101636,energy_limited
