kind,distance_m,altitude_m,dem_row,dem_col,source_ref
terrain,669.3702349846582,196.0922393798828,768,692,镇龙乡及周边30米DEM.tif
terrain,690.268765987919,196.0922393798828,768,692,镇龙乡及周边30米DEM.tif
terrain,690.268765987919,203.7430419921875,767,692,镇龙乡及周边30米DEM.tif
terrain,701.9174648454693,203.7430419921875,767,692,镇龙乡及周边30米DEM.tif
terrain,701.9174648454693,202.73153686523438,767,691,镇龙乡及周边30米DEM.tif
terrain,734.4646947062805,202.73153686523438,767,691,镇龙乡及周边30米DEM.tif
terrain,734.4646947062805,203.0428466796875,767,690,镇龙乡及周边30米DEM.tif
terrain,753.7954981188094,203.0428466796875,767,690,镇龙乡及周边30米DEM.tif
terrain,753.7954981188094,208.8633575439453,766,690,镇龙乡及周边30米DEM.tif
terrain,767.0119245670918,208.8633575439453,766,690,镇龙乡及周边30米DEM.tif
terrain,767.0119245670918,204.85511779785156,766,689,镇龙乡及周边30米DEM.tif
terrain,799.559154427903,204.85511779785156,766,689,镇龙乡及周边30米DEM.tif
terrain,799.559154427903,188.86151123046875,766,688,镇龙乡及周边30米DEM.tif
terrain,817.3222302496999,188.86151123046875,766,688,镇龙乡及周边30米DEM.tif
terrain,817.3222302496999,179.8019256591797,765,688,镇龙乡及周边30米DEM.tif
terrain,832.1063842887141,179.8019256591797,765,688,镇龙乡及周边30米DEM.tif
terrain,832.1063842887141,164.12147521972656,765,687,镇龙乡及周边30米DEM.tif
terrain,864.6536141495253,164.12147521972656,765,687,镇龙乡及周边30米DEM.tif
terrain,864.6536141495253,175.40008544921875,765,686,镇龙乡及周边30米DEM.tif
terrain,880.8489623805905,175.40008544921875,765,686,镇龙乡及周边30米DEM.tif
terrain,880.8489623805905,176.81488037109375,764,686,镇龙乡及周边30米DEM.tif
terrain,897.2008440103365,176.81488037109375,764,686,镇龙乡及周边30米DEM.tif
terrain,897.2008440103365,195.26771545410156,764,685,镇龙乡及周边30米DEM.tif
terrain,929.7480738711477,195.26771545410156,764,685,镇龙乡及周边30米DEM.tif
terrain,929.7480738711477,205.2114715576172,764,684,镇龙乡及周边30米DEM.tif
terrain,944.375694511481,205.2114715576172,764,684,镇龙乡及周边30米DEM.tif
terrain,944.375694511481,189.74961853027344,763,684,镇龙乡及周边30米DEM.tif
terrain,962.2953037319587,189.74961853027344,763,684,镇龙乡及周边30米DEM.tif
terrain,962.2953037319587,186.61122131347656,763,683,镇龙乡及周边30米DEM.tif
terrain,994.84253359277,186.61122131347656,763,683,镇龙乡及周边30米DEM.tif
terrain,994.84253359277,179.39776611328125,763,682,镇龙乡及周边30米DEM.tif
terrain,1007.9024266423714,179.39776611328125,763,682,镇龙乡及周边30米DEM.tif
terrain,1007.9024266423714,166.2287139892578,762,682,镇龙乡及周边30米DEM.tif
terrain,1027.3897634535813,166.2287139892578,762,682,镇龙乡及周边30米DEM.tif
terrain,1027.3897634535813,167.2234344482422,762,681,镇龙乡及周边30米DEM.tif
terrain,1059.9369933143923,167.2234344482422,762,681,镇龙乡及周边30米DEM.tif
terrain,1059.9369933143923,174.30587768554688,762,680,镇龙乡及周边30米DEM.tif
terrain,1071.4291587732619,174.30587768554688,762,680,镇龙乡及周边30米DEM.tif
terrain,1071.4291587732619,178.2791748046875,761,680,镇龙乡及周边30米DEM.tif
terrain,1092.4842231752036,178.2791748046875,761,680,镇龙乡及周边30米DEM.tif
terrain,1092.4842231752036,179.32717895507812,761,679,镇龙乡及周边30米DEM.tif
terrain,1125.0314530360147,179.32717895507812,761,679,镇龙乡及周边30米DEM.tif
terrain,1125.0314530360147,187.6560516357422,761,678,镇龙乡及周边30米DEM.tif
terrain,1134.9558909041525,187.6560516357422,761,678,镇龙乡及周边30米DEM.tif
terrain,1134.9558909041525,202.65394592285156,760,678,镇龙乡及周边30米DEM.tif
terrain,1157.578682896826,202.65394592285156,760,678,镇龙乡及周边30米DEM.tif
terrain,1157.578682896826,211.593994140625,760,677,镇龙乡及周边30米DEM.tif
terrain,1190.1259127576373,211.593994140625,760,677,镇龙乡及周边30米DEM.tif
terrain,1190.1259127576373,210.1307830810547,760,676,镇龙乡及周边30米DEM.tif
terrain,1198.482623035043,210.1307830810547,760,676,镇龙乡及周边30米DEM.tif
terrain,1198.482623035043,211.8399200439453,759,676,镇龙乡及周边30米DEM.tif
terrain,1222.6731426184483,211.8399200439453,759,676,镇龙乡及周边30米DEM.tif
terrain,1222.6731426184483,205.8707275390625,759,675,镇龙乡及周边30米DEM.tif
terrain,1255.2203724792594,205.8707275390625,759,675,镇龙乡及周边30米DEM.tif
terrain,1255.2203724792594,221.74497985839844,759,674,镇龙乡及周边30米DEM.tif
terrain,1262.0093551659334,221.74497985839844,759,674,镇龙乡及周边30米DEM.tif
terrain,1262.0093551659334,223.19073486328125,758,674,镇龙乡及周边30米DEM.tif
terrain,1287.7676023400704,223.19073486328125,758,674,镇龙乡及周边30米DEM.tif
terrain,1287.7676023400704,245.01998901367188,758,673,镇龙乡及周边30米DEM.tif
terrain,1320.3148322008817,245.01998901367188,758,673,镇龙乡及周边30米DEM.tif
terrain,1320.3148322008817,260.8084411621094,758,672,镇龙乡及周边30米DEM.tif
terrain,1325.536087296824,260.8084411621094,758,672,镇龙乡及周边30米DEM.tif
terrain,1325.536087296824,256.9202575683594,757,672,镇龙乡及周边30米DEM.tif
terrain,1352.862062061693,256.9202575683594,757,672,镇龙乡及周边30米DEM.tif
terrain,1352.862062061693,265.4743957519531,757,671,镇龙乡及周边30米DEM.tif
terrain,1385.409291922504,265.4743957519531,757,671,镇龙乡及周边30米DEM.tif
terrain,1385.409291922504,257.298583984375,757,670,镇龙乡及周边30米DEM.tif
terrain,1389.0628194277144,257.298583984375,757,670,镇龙乡及周边30米DEM.tif
terrain,1389.0628194277144,265.59228515625,756,670,镇龙乡及周边30米DEM.tif
terrain,1417.9565217833153,265.59228515625,756,670,镇龙乡及周边30米DEM.tif
terrain,1417.9565217833153,246.27845764160156,756,669,镇龙乡及周边30米DEM.tif
terrain,1450.5037516441264,246.27845764160156,756,669,镇龙乡及周边30米DEM.tif
terrain,1450.5037516441264,221.633544921875,756,668,镇龙乡及周边30米DEM.tif
terrain,1452.589551558605,221.633544921875,756,668,镇龙乡及周边30米DEM.tif
terrain,1452.589551558605,226.60581970214844,755,668,镇龙乡及周边30米DEM.tif
terrain,1483.0509815049377,226.60581970214844,755,668,镇龙乡及周边30米DEM.tif
terrain,1483.0509815049377,207.96604919433594,755,667,镇龙乡及周边30米DEM.tif
terrain,1515.598211365749,207.96604919433594,755,667,镇龙乡及周边30米DEM.tif
terrain,1515.598211365749,203.3662567138672,755,666,镇龙乡及周边30米DEM.tif
terrain,1516.1162836894955,203.3662567138672,755,666,镇龙乡及周边30米DEM.tif
terrain,1516.1162836894955,200.6961669921875,754,666,镇龙乡及周边30米DEM.tif
terrain,1548.14544122656,200.6961669921875,754,666,镇龙乡及周边30米DEM.tif
terrain,1548.14544122656,211.91355895996094,754,665,镇龙乡及周边30米DEM.tif
terrain,1579.643015820386,211.91355895996094,754,665,镇龙乡及周边30米DEM.tif
terrain,1579.643015820386,210.55335998535156,753,665,镇龙乡及周边30米DEM.tif
terrain,1580.6926710873713,210.55335998535156,753,665,镇龙乡及周边30米DEM.tif
terrain,1580.6926710873713,203.97178649902344,753,664,镇龙乡及周边30米DEM.tif
terrain,1613.2399009481826,203.97178649902344,753,664,镇龙乡及周边30米DEM.tif
terrain,1613.2399009481826,205.3251495361328,753,663,镇龙乡及周边30米DEM.tif
terrain,1643.1697479512766,205.3251495361328,753,663,镇龙乡及周边30米DEM.tif
terrain,1643.1697479512766,223.90980529785156,752,663,镇龙乡及周边30米DEM.tif
terrain,1645.7871308089937,223.90980529785156,752,663,镇龙乡及周边30米DEM.tif
terrain,1645.7871308089937,230.9905242919922,752,662,镇龙乡及周边30米DEM.tif
terrain,1678.3343606698047,230.9905242919922,752,662,镇龙乡及周边30米DEM.tif
terrain,1678.3343606698047,227.7248992919922,752,661,镇龙乡及周边30米DEM.tif
terrain,1706.696480082167,227.7248992919922,752,661,镇龙乡及周边30米DEM.tif
terrain,1706.696480082167,230.66159057617188,751,661,镇龙乡及周边30米DEM.tif
terrain,1710.8815905306158,230.66159057617188,751,661,镇龙乡及周边30米DEM.tif
terrain,1710.8815905306158,214.95384216308594,751,660,镇龙乡及周边30米DEM.tif
terrain,1743.428820391427,214.95384216308594,751,660,镇龙乡及周边30米DEM.tif
terrain,1743.428820391427,217.37060546875,751,659,镇龙乡及周边30米DEM.tif
terrain,1770.2232122130574,217.37060546875,751,659,镇龙乡及周边30米DEM.tif
terrain,1770.2232122130574,226.1662139892578,750,659,镇龙乡及周边30米DEM.tif
terrain,1775.9760502522383,226.1662139892578,750,659,镇龙乡及周边30米DEM.tif
terrain,1775.9760502522383,231.1534881591797,750,658,镇龙乡及周边30米DEM.tif
terrain,1808.5232801130494,231.1534881591797,750,658,镇龙乡及周边30米DEM.tif
terrain,1808.5232801130494,229.98153686523438,750,657,镇龙乡及周边30米DEM.tif
terrain,1833.7499443439478,229.98153686523438,750,657,镇龙乡及周边30米DEM.tif
terrain,1833.7499443439478,233.40435791015625,749,657,镇龙乡及周边30米DEM.tif
terrain,1841.0705099738607,233.40435791015625,749,657,镇龙乡及周边30米DEM.tif
terrain,1841.0705099738607,223.90188598632812,749,656,镇龙乡及周边30米DEM.tif
terrain,1873.617739834672,223.90188598632812,749,656,镇龙乡及周边30米DEM.tif
terrain,1873.617739834672,208.44139099121094,749,655,镇龙乡及周边30米DEM.tif
terrain,1897.2766764748385,208.44139099121094,749,655,镇龙乡及周边30米DEM.tif
terrain,1897.2766764748385,214.76695251464844,748,655,镇龙乡及周边30米DEM.tif
terrain,1906.1649696954828,214.76695251464844,748,655,镇龙乡及周边30米DEM.tif
terrain,1906.1649696954828,217.4711456298828,748,654,镇龙乡及周边30米DEM.tif
terrain,1938.712199556294,217.4711456298828,748,654,镇龙乡及周边30米DEM.tif
terrain,1938.712199556294,213.134033203125,748,653,镇龙乡及周边30米DEM.tif
terrain,1960.8034086057287,213.134033203125,748,653,镇龙乡及周边30米DEM.tif
terrain,1960.8034086057287,222.82672119140625,747,653,镇龙乡及周边30米DEM.tif
terrain,1971.2594294171054,222.82672119140625,747,653,镇龙乡及周边30米DEM.tif
terrain,1971.2594294171054,218.66287231445312,747,652,镇龙乡及周边30米DEM.tif
terrain,2003.8066592779167,218.66287231445312,747,652,镇龙乡及周边30米DEM.tif
terrain,2003.8066592779167,233.3336944580078,747,651,镇龙乡及周边30米DEM.tif
terrain,2024.3301407366193,233.3336944580078,747,651,镇龙乡及周边30米DEM.tif
terrain,2024.3301407366193,224.170654296875,746,651,镇龙乡及周边30米DEM.tif
terrain,2036.353889138728,224.170654296875,746,651,镇龙乡及周边30米DEM.tif
terrain,2036.353889138728,242.2112274169922,746,650,镇龙乡及周边30米DEM.tif
terrain,2068.9011189995385,242.2112274169922,746,650,镇龙乡及周边30米DEM.tif
terrain,2068.9011189995385,257.0120544433594,746,649,镇龙乡及周边30米DEM.tif
terrain,2087.85687286751,257.0120544433594,746,649,镇龙乡及周边30米DEM.tif
terrain,2087.85687286751,250.95335388183594,745,649,镇龙乡及周边30米DEM.tif
terrain,2101.44834886035,250.95335388183594,745,649,镇龙乡及周边30米DEM.tif
terrain,2101.44834886035,258.89520263671875,745,648,镇龙乡及周边30米DEM.tif
terrain,2133.995578721161,258.89520263671875,745,648,镇龙乡及周边30米DEM.tif
terrain,2133.995578721161,249.688720703125,745,647,镇龙乡及周边30米DEM.tif
terrain,2151.3836049984,249.688720703125,745,647,镇龙乡及周边30米DEM.tif
terrain,2151.3836049984,248.62112426757812,744,647,镇龙乡及周边30米DEM.tif
terrain,2166.5428085819726,248.62112426757812,744,647,镇龙乡及周边30米DEM.tif
terrain,2166.5428085819726,259.4787902832031,744,646,镇龙乡及周边30米DEM.tif
terrain,2199.0900384427837,259.4787902832031,744,646,镇龙乡及周边30米DEM.tif
terrain,2199.0900384427837,268.2682189941406,744,645,镇龙乡及周边30米DEM.tif
terrain,2214.910337129291,268.2682189941406,744,645,镇龙乡及周边30米DEM.tif
terrain,2214.910337129291,280.89910888671875,743,645,镇龙乡及周边30米DEM.tif
terrain,2231.6372683035947,280.89910888671875,743,645,镇龙乡及周边30米DEM.tif
terrain,2231.6372683035947,279.02423095703125,743,644,镇龙乡及周边30米DEM.tif
terrain,2264.184498164406,279.02423095703125,743,644,镇龙乡及周边30米DEM.tif
terrain,2264.184498164406,273.94964599609375,743,643,镇龙乡及周边30米DEM.tif
terrain,2278.4370692601815,273.94964599609375,743,643,镇龙乡及周边30米DEM.tif
terrain,2278.4370692601815,287.6855163574219,742,643,镇龙乡及周边30米DEM.tif
terrain,2296.7317280252173,287.6855163574219,742,643,镇龙乡及周边30米DEM.tif
terrain,2296.7317280252173,288.2172546386719,742,642,镇龙乡及周边30米DEM.tif
terrain,2329.2789578860284,288.2172546386719,742,642,镇龙乡及周边30米DEM.tif
terrain,2329.2789578860284,277.0533447265625,742,641,镇龙乡及周边30米DEM.tif
terrain,2341.9638013910717,277.0533447265625,742,641,镇龙乡及周边30米DEM.tif
terrain,2341.9638013910717,281.89190673828125,741,641,镇龙乡及周边30米DEM.tif
terrain,2361.8261877468394,281.89190673828125,741,641,镇龙乡及周边30米DEM.tif
terrain,2361.8261877468394,258.2143249511719,741,640,镇龙乡及周边30米DEM.tif
terrain,2394.3734176076505,258.2143249511719,741,640,镇龙乡及周边30米DEM.tif
terrain,2394.3734176076505,253.75750732421875,741,639,镇龙乡及周边30米DEM.tif
terrain,2405.4905335219623,253.75750732421875,741,639,镇龙乡及周边30米DEM.tif
terrain,2405.4905335219623,253.09954833984375,740,639,镇龙乡及周边30米DEM.tif
terrain,2426.9206474684615,253.09954833984375,740,639,镇龙乡及周边30米DEM.tif
terrain,2426.9206474684615,267.52142333984375,740,638,镇龙乡及周边30米DEM.tif
terrain,2459.467877329273,267.52142333984375,740,638,镇龙乡及周边30米DEM.tif
terrain,2459.467877329273,286.6739196777344,740,637,镇龙乡及周边30米DEM.tif
terrain,2469.017265652853,286.6739196777344,740,637,镇龙乡及周边30米DEM.tif
terrain,2469.017265652853,284.3363037109375,739,637,镇龙乡及周边30米DEM.tif
terrain,2492.015107190084,284.3363037109375,739,637,镇龙乡及周边30米DEM.tif
terrain,2492.015107190084,302.9976501464844,739,636,镇龙乡及周边30米DEM.tif
terrain,2524.5623370508956,302.9976501464844,739,636,镇龙乡及周边30米DEM.tif
terrain,2524.5623370508956,309.11468505859375,739,635,镇龙乡及周边30米DEM.tif
terrain,2532.543997783743,309.11468505859375,739,635,镇龙乡及周边30米DEM.tif
terrain,2532.543997783743,314.5966796875,738,635,镇龙乡及周边30米DEM.tif
terrain,2557.109566911706,314.5966796875,738,635,镇龙乡及周边30米DEM.tif
terrain,2557.109566911706,317.7047119140625,738,634,镇龙乡及周边30米DEM.tif
terrain,2589.6567967725177,317.7047119140625,738,634,镇龙乡及周边30米DEM.tif
terrain,2589.6567967725177,315.4228820800781,738,633,镇龙乡及周边30米DEM.tif
terrain,2596.070729914634,315.4228820800781,738,633,镇龙乡及周边30米DEM.tif
terrain,2596.070729914634,316.13580322265625,737,633,镇龙乡及周边30米DEM.tif
terrain,2622.204026633329,316.13580322265625,737,633,镇龙乡及周边30米DEM.tif
terrain,2622.204026633329,317.0708923339844,737,632,镇龙乡及周边30米DEM.tif
terrain,2654.7512564941403,317.0708923339844,737,632,镇龙乡及周边30米DEM.tif
terrain,2654.7512564941403,320.7244567871094,737,631,镇龙乡及周边30米DEM.tif
terrain,2659.5974620455245,320.7244567871094,737,631,镇龙乡及周边30米DEM.tif
terrain,2659.5974620455245,308.3739929199219,736,631,镇龙乡及周边30米DEM.tif
terrain,2687.2984863549514,308.3739929199219,736,631,镇龙乡及周边30米DEM.tif
terrain,2687.2984863549514,307.1396179199219,736,630,镇龙乡及周边30米DEM.tif
terrain,2719.8457162157624,307.1396179199219,736,630,镇龙乡及周边30米DEM.tif
terrain,2719.8457162157624,312.4040222167969,736,629,镇龙乡及周边30米DEM.tif
terrain,2723.1241941764147,312.4040222167969,736,629,镇龙乡及周边30米DEM.tif
terrain,2723.1241941764147,302.5347595214844,735,629,镇龙乡及周边30米DEM.tif
terrain,2752.3929460765735,302.5347595214844,735,629,镇龙乡及周边30米DEM.tif
terrain,2752.3929460765735,322.6664123535156,735,628,镇龙乡及周边30米DEM.tif
terrain,2784.940175937385,322.6664123535156,735,628,镇龙乡及周边30米DEM.tif
terrain,2784.940175937385,332.5582580566406,735,627,镇龙乡及周边30米DEM.tif
terrain,2786.6509263073053,332.5582580566406,735,627,镇龙乡及周边30米DEM.tif
terrain,2786.6509263073053,316.3184814453125,734,627,镇龙乡及周边30米DEM.tif
terrain,2817.487405798196,316.3184814453125,734,627,镇龙乡及周边30米DEM.tif
terrain,2817.487405798196,326.5660095214844,734,626,镇龙乡及周边30米DEM.tif
terrain,2850.034635659007,326.5660095214844,734,626,镇龙乡及周边30米DEM.tif
terrain,2850.034635659007,334.54693603515625,734,625,镇龙乡及周边30米DEM.tif
terrain,2850.177658438196,334.54693603515625,734,625,镇龙乡及周边30米DEM.tif
terrain,2850.177658438196,310.9312744140625,733,625,镇龙乡及周边30米DEM.tif
terrain,2882.581865519818,310.9312744140625,733,625,镇龙乡及周边30米DEM.tif
terrain,2882.581865519818,316.0693359375,733,624,镇龙乡及周边30米DEM.tif
terrain,2913.704390569086,316.0693359375,733,624,镇龙乡及周边30米DEM.tif
terrain,2913.704390569086,320.09735107421875,732,624,镇龙乡及周边30米DEM.tif
terrain,2915.129095380629,320.09735107421875,732,624,镇龙乡及周边30米DEM.tif
terrain,2915.129095380629,326.01104736328125,732,623,镇龙乡及周边30米DEM.tif
terrain,2947.6763252414407,326.01104736328125,732,623,镇龙乡及周边30米DEM.tif
terrain,2947.6763252414407,331.0555725097656,732,622,镇龙乡及周边30米DEM.tif
terrain,2977.231122699977,331.0555725097656,732,622,镇龙乡及周边30米DEM.tif
terrain,2977.231122699977,353.30047607421875,731,622,镇龙乡及周边30米DEM.tif
terrain,2980.223555102252,353.30047607421875,731,622,镇龙乡及周边30米DEM.tif
terrain,2980.223555102252,355.4136047363281,731,621,镇龙乡及周边30米DEM.tif
terrain,3012.7707849630633,355.4136047363281,731,621,镇龙乡及周边30米DEM.tif
terrain,3012.7707849630633,350.13031005859375,731,620,镇龙乡及周边30米DEM.tif
terrain,3040.7578548308675,350.13031005859375,731,620,镇龙乡及周边30米DEM.tif
terrain,3040.7578548308675,360.20172119140625,730,620,镇龙乡及周边30米DEM.tif
terrain,3045.318014823874,360.20172119140625,730,620,镇龙乡及周边30米DEM.tif
terrain,3045.318014823874,366.7301330566406,730,619,镇龙乡及周边30米DEM.tif
terrain,3077.8652446846854,366.7301330566406,730,619,镇龙乡及周边30米DEM.tif
terrain,3077.8652446846854,381.86865234375,730,618,镇龙乡及周边30米DEM.tif
terrain,3104.2845869617577,381.86865234375,730,618,镇龙乡及周边30米DEM.tif
terrain,3104.2845869617577,370.2703857421875,729,618,镇龙乡及周边30米DEM.tif
terrain,3110.4124745454965,370.2703857421875,729,618,镇龙乡及周边30米DEM.tif
terrain,3110.4124745454965,382.02691650390625,729,617,镇龙乡及周边30米DEM.tif
terrain,3142.959704406308,382.02691650390625,729,617,镇龙乡及周边30米DEM.tif
terrain,3142.959704406308,395.7085876464844,729,616,镇龙乡及周边30米DEM.tif
terrain,3167.8113190926483,395.7085876464844,729,616,镇龙乡及周边30米DEM.tif
terrain,3167.8113190926483,402.3362731933594,728,616,镇龙乡及周边30米DEM.tif
terrain,3175.506934267119,402.3362731933594,728,616,镇龙乡及周边30米DEM.tif
terrain,3175.506934267119,416.53973388671875,728,615,镇龙乡及周边30米DEM.tif
terrain,3208.0541641279306,416.53973388671875,728,615,镇龙乡及周边30米DEM.tif
terrain,3208.0541641279306,433.1789855957031,728,614,镇龙乡及周边30米DEM.tif
terrain,3231.338051223539,433.1789855957031,728,614,镇龙乡及周边30米DEM.tif
terrain,3231.338051223539,440.7572021484375,727,614,镇龙乡及周边30米DEM.tif
terrain,3240.601393988741,440.7572021484375,727,614,镇龙乡及周边30米DEM.tif
terrain,3240.601393988741,461.0959167480469,727,613,镇龙乡及周边30米DEM.tif
terrain,3273.1486238495527,461.0959167480469,727,613,镇龙乡及周边30米DEM.tif
terrain,3273.1486238495527,487.0770263671875,727,612,镇龙乡及周边30米DEM.tif
terrain,3294.864783354429,487.0770263671875,727,612,镇龙乡及周边30米DEM.tif
terrain,3294.864783354429,480.9510803222656,726,612,镇龙乡及周边30米DEM.tif
terrain,3305.6958537103637,480.9510803222656,726,612,镇龙乡及周边30米DEM.tif
terrain,3305.6958537103637,501.4280090332031,726,611,镇龙乡及周边30米DEM.tif
terrain,3338.243083571175,501.4280090332031,726,611,镇龙乡及周边30米DEM.tif
terrain,3338.243083571175,511.80413818359375,726,610,镇龙乡及周边30米DEM.tif
terrain,3358.39151548532,511.80413818359375,726,610,镇龙乡及周边30米DEM.tif
terrain,3358.39151548532,492.4614562988281,725,610,镇龙乡及周边30米DEM.tif
terrain,3370.7903134319863,492.4614562988281,725,610,镇龙乡及周边30米DEM.tif
terrain,3370.7903134319863,498.4873046875,725,609,镇龙乡及周边30米DEM.tif
terrain,3403.337543292797,498.4873046875,725,609,镇龙乡及周边30米DEM.tif
terrain,3403.337543292797,493.9788513183594,725,608,镇龙乡及周边30米DEM.tif
terrain,3421.9182476162105,493.9788513183594,725,608,镇龙乡及周边30米DEM.tif
terrain,3421.9182476162105,479.0474548339844,724,608,镇龙乡及周边30米DEM.tif
terrain,3435.8847731536084,479.0474548339844,724,608,镇龙乡及周边30米DEM.tif
terrain,3435.8847731536084,463.7419738769531,724,607,镇龙乡及周边30米DEM.tif
terrain,3468.4320030144195,463.7419738769531,724,607,镇龙乡及周边30米DEM.tif
terrain,3468.4320030144195,444.9214172363281,724,606,镇龙乡及周边30米DEM.tif
terrain,3485.4449797471007,444.9214172363281,724,606,镇龙乡及周边30米DEM.tif
terrain,3485.4449797471007,430.9419250488281,723,606,镇龙乡及周边30米DEM.tif
terrain,3500.979232875231,430.9419250488281,723,606,镇龙乡及周边30米DEM.tif
terrain,3500.979232875231,435.0614013671875,723,605,镇龙乡及周边30米DEM.tif
terrain,3533.526462736042,435.0614013671875,723,605,镇龙乡及周边30米DEM.tif
terrain,3533.526462736042,454.6038513183594,723,604,镇龙乡及周边30米DEM.tif
